date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
3/6/2022,Maryland,11560219,15082110,5144794,74.25,191.21,4488866,85.1,249.47,5097,7291,1206,0.766,2200114,36.39
3/7/2022,Maryland,11562934,15082110,5145459,74.26,191.26,4489512,85.11,249.47,2715,6421,1062,0.767,2201529,36.41
3/8/2022,Maryland,11567865,15085910,5146677,74.28,191.34,4490564,85.13,249.53,4931,6132,1014,0.767,2203812,36.45
3/9/2022,Maryland,11573727,15101910,5148153,74.3,191.44,4491904,85.15,249.8,5862,5893,975,0.766,2206577,36.5
3/10/2022,Maryland,11579870,15110610,5149788,74.32,191.54,4493417,85.18,249.94,6143,5647,934,0.766,2209401,36.55
3/11/2022,Maryland,11585506,15119910,5151225,74.35,191.63,4494755,85.21,250.09,5636,5415,896,0.766,2211984,36.59
3/12/2022,Maryland,11591740,15119910,5152793,74.37,191.74,4496370,85.23,250.09,6234,5231,865,0.767,2214800,36.63
3/13/2022,Maryland,11595204,15119910,5153669,74.39,191.79,4497194,85.25,250.09,3464,4998,827,0.767,2216604,36.66
3/14/2022,Maryland,11597145,15132610,5154132,74.4,191.83,4497776,85.25,250.3,1941,4887,808,0.766,2217588,36.68
3/15/2022,Maryland,11601427,15136570,5155236,74.41,191.9,4498733,85.27,250.37,4282,4795,793,0.766,2219314,36.71
3/16/2022,Maryland,11606157,15162870,5156516,74.43,191.97,4499863,85.29,250.81,4730,4633,766,0.765,2221431,36.74
3/17/2022,Maryland,11611964,15174470,5158014,74.45,192.07,4501261,85.32,251,5807,4585,758,0.765,2224118,36.79
3/18/2022,Maryland,11617044,15198170,5159321,74.48,192.15,4502551,85.34,251.39,5080,4505,745,0.764,2226236,36.82
3/19/2022,Maryland,11622472,15198170,5160744,74.5,192.24,4503860,85.36,251.39,5428,4390,726,0.765,2228578,36.86
3/20/2022,Maryland,11626180,15198170,5161630,74.51,192.31,4504719,85.38,251.39,3708,4425,732,0.765,2230471,36.89
3/21/2022,Maryland,11628216,15198170,5162117,74.52,192.34,4505207,85.39,251.39,2036,4439,734,0.765,2231472,36.91
3/22/2022,Maryland,11632728,15198170,5163096,74.54,192.41,4506230,85.4,251.39,4512,4472,740,0.765,2233308,36.94
3/23/2022,Maryland,11638173,15226770,5164838,74.56,192.5,4507790,85.43,251.86,5445,4574,757,0.764,2235820,36.98
3/24/2022,Maryland,11643639,15242570,5166207,74.59,192.59,4509202,85.45,252.12,5466,4525,748,0.764,2238397,37.02
3/25/2022,Maryland,11652526,15251870,5168315,74.62,192.74,4511549,85.49,252.28,8887,5069,838,0.764,2241834,37.08
3/26/2022,Maryland,11669555,15270970,5172797,74.71,193.02,4516945,85.56,252.59,17029,6726,1113,0.764,2246332,37.16
3/27/2022,Maryland,11676871,15271770,5174680,74.75,193.14,4519113,85.59,252.61,7316,7242,1198,0.765,2248796,37.2
3/28/2022,Maryland,11679076,15271770,5175180,74.76,193.18,4519589,85.6,252.61,2205,7266,1202,0.765,2249938,37.22
3/29/2022,Maryland,11688265,15278070,5177654,74.8,193.33,4522188,85.64,252.71,9189,7934,1312,0.765,2253083,37.27
3/30/2022,Maryland,11701167,15294270,5181133,74.87,193.55,4526119,85.7,252.98,12902,8999,1489,0.765,2257198,37.34
3/31/2022,Maryland,11716639,15312470,5185044,74.94,193.8,4530532,85.76,253.28,15472,10429,1725,0.765,2261245,37.4
4/1/2022,Maryland,11730927,15312470,5187451,74.98,194.04,4533096,85.8,253.28,14288,11200,1853,0.766,2265266,37.47
4/2/2022,Maryland,11745610,15365870,5189299,75.02,194.28,4535306,85.83,254.16,14683,10865,1797,0.764,2268601,37.52
4/3/2022,Maryland,11755997,15367870,5190315,75.04,194.45,4536440,85.85,254.2,10387,11304,1870,0.765,2270346,37.55
4/4/2022,Maryland,11762680,15367870,5191014,75.05,194.56,4537230,85.86,254.2,6683,11943,1975,0.765,2271472,37.57
4/5/2022,Maryland,11772329,15377370,5192330,75.07,194.72,4538416,85.88,254.35,9649,12009,1986,0.766,2273172,37.6
4/6/2022,Maryland,11785363,15426070,5193815,75.09,194.94,4539876,85.91,255.16,13034,12028,1990,0.764,2275240,37.63
4/7/2022,Maryland,11798520,15454970,5195323,75.12,195.16,4541332,85.93,255.64,13157,11697,1935,0.763,2277111,37.67
4/8/2022,Maryland,,,,,,,,,,11130,1841,,,
4/9/2022,Maryland,,,,,,,,,,10506,1738,,,
4/10/2022,Maryland,,,,,,,,,,10496,1736,,,
4/11/2022,Maryland,,,,,,,,,,11016,1822,,,
4/12/2022,Maryland,,,,,,,,,,11111,1838,,,
4/13/2022,Maryland,,,,,,,,,,10723,1774,,,
4/14/2022,Maryland,,,,,,,,,,10318,1707,,,
4/15/2022,Maryland,11881060,15642970,5207564,75.3,196.52,4552332,86.14,258.75,,10318,1707,0.76,2291726,37.91
4/16/2022,Maryland,,,,,,,,,,11312,1871,,,
4/17/2022,Maryland,11915622,15675170,5210904,75.36,197.09,4555818,86.19,259.28,,12307,2036,0.76,2297878,38.01
4/18/2022,Maryland,11920016,15675170,5211418,75.37,197.17,4556342,86.2,259.28,4394,11461,1896,0.76,2298765,38.02
4/19/2022,Maryland,11927568,15677070,5212352,75.38,197.29,4557253,86.22,259.31,7552,11066,1830,0.761,2300074,38.04
4/20/2022,Maryland,11940780,15713470,5213741,75.4,197.51,4558658,86.24,259.91,13212,11479,1899,0.76,2302452,38.08
4/21/2022,Maryland,11951370,15736170,5214962,75.42,197.68,4559856,86.26,260.29,10590,11518,1905,0.759,2304198,38.11
4/22/2022,Maryland,,,,,,,,,,11829,1957,,,
4/23/2022,Maryland,11976352,15780170,5217624,75.47,198.1,4562530,86.3,261.02,,11144,1843,0.759,2308277,38.18
4/24/2022,Maryland,11983005,15780170,5218454,75.48,198.21,4563339,86.32,261.02,6653,9626,1592,0.759,2309486,38.2
4/25/2022,Maryland,11987267,15783670,5218873,75.49,198.28,4563796,86.32,261.07,4262,9607,1589,0.759,2310238,38.21
4/26/2022,Maryland,11994922,15793070,5219768,75.5,198.4,4564704,86.34,261.23,7655,9622,1592,0.76,2311587,38.24
4/27/2022,Maryland,12006884,15822170,5221096,75.52,198.6,4565971,86.36,261.71,11962,9443,1562,0.759,2313816,38.27
4/28/2022,Maryland,,,,,,,,,,9871,1633,,,
4/29/2022,Maryland,12034053,15874570,5224591,75.58,199.05,4569613,86.42,262.58,,10027,1659,0.758,2319345,38.36
4/30/2022,Maryland,12048571,15903370,5226682,75.62,199.29,4571786,86.45,263.05,14518,10317,1707,0.758,2321887,38.41
5/1/2022,Maryland,12054771,15903370,5227471,75.63,199.39,4572554,86.47,263.05,6200,10252,1696,0.758,2323010,38.42
5/2/2022,Maryland,12059630,15903370,5227858,75.64,199.48,4573079,86.47,263.05,4859,10338,1710,0.758,2324139,38.44
5/3/2022,Maryland,12067778,15905670,5228915,75.66,199.61,4574076,86.49,263.09,8148,10408,1722,0.759,2325500,38.47
5/4/2022,Maryland,12078243,15924670,5230222,75.68,199.78,4575307,86.51,263.41,10465,10194,1686,0.758,2327469,38.5
5/5/2022,Maryland,12088280,15935670,5231387,75.7,199.95,4576482,86.53,263.59,10037,9687,1602,0.759,2329106,38.53
5/6/2022,Maryland,12098030,15966070,5232573,75.72,200.11,4577554,86.55,264.09,9750,9140,1512,0.758,2330776,38.55
5/7/2022,Maryland,12107038,15983470,5233632,75.73,200.26,4578615,86.57,264.38,9008,8352,1381,0.757,2332316,38.58
5/8/2022,Maryland,12113770,15985370,5234359,75.75,200.37,4579369,86.58,264.41,6732,8428,1394,0.758,2333416,38.6
5/9/2022,Maryland,12117551,15985370,5234837,75.75,200.43,4579828,86.59,264.41,3781,8274,1369,0.758,2334103,38.61
5/10/2022,Maryland,12125048,15999370,5235603,75.77,200.56,4580586,86.6,264.64,7497,8181,1353,0.758,2335315,38.63
5/11/2022,Maryland,,,,,,,,,,8197,1356,,,
5/12/2022,Maryland,12146202,16049070,5237891,75.81,200.91,4582996,86.64,265.46,,8275,1369,0.757,2338887,38.69
5/13/2022,Maryland,12160786,16068070,5239203,75.83,201.15,4584266,86.66,265.78,14584,8965,1483,0.757,2341169,38.72
5/14/2022,Maryland,12173137,16099870,5240484,75.85,201.35,4585503,86.68,266.3,12351,9443,1562,0.756,2343064,38.76
5/15/2022,Maryland,12183176,16099870,5241359,75.86,201.52,4586347,86.7,266.3,10039,9915,1640,0.757,2344514,38.78
5/16/2022,Maryland,12190074,16102870,5241922,75.87,201.63,4586931,86.71,266.35,6898,10360,1714,0.757,2345529,38.8
5/17/2022,Maryland,12199469,16103870,5242889,75.89,201.79,4587804,86.72,266.37,9395,10632,1759,0.758,2346947,38.82
5/18/2022,Maryland,12212210,16128070,5244336,75.91,202,4588975,86.75,266.77,12741,10941,1810,0.757,2348925,38.85
5/19/2022,Maryland,12224923,16144670,5245547,75.92,202.21,4590123,86.77,267.04,12713,11246,1860,0.757,2350695,38.88
5/20/2022,Maryland,12238197,16177270,5246908,75.94,202.43,4591352,86.79,267.58,13274,11059,1829,0.757,2352597,38.91
5/21/2022,Maryland,12252046,16223670,5248251,75.97,202.66,4592617,86.81,268.35,13849,11273,1865,0.755,2354863,38.95
5/22/2022,Maryland,12262650,16224270,5249096,75.98,202.83,4593430,86.82,268.36,10604,11353,1878,0.756,2356693,38.98
5/23/2022,Maryland,12268860,16224270,5249578,75.99,202.94,4593883,86.83,268.36,6210,11255,1862,0.756,2358113,39
5/24/2022,Maryland,12279153,16230770,5250903,76,203.11,4594930,86.85,268.47,10293,11383,1883,0.757,2360207,39.04
5/25/2022,Maryland,12292635,16273670,5252135,76.02,203.33,4596116,86.87,269.18,13482,11489,1900,0.755,2362889,39.08
5/26/2022,Maryland,12308354,16308570,5253563,76.05,203.59,4597547,86.9,269.76,15719,11919,1971,0.755,2365907,39.13
5/27/2022,Maryland,12321754,16338270,5254896,76.07,203.81,4598813,86.92,270.25,13400,11937,1974,0.754,2368433,39.18
5/28/2022,Maryland,,,,,,,,,,11066,1830,,,
5/29/2022,Maryland,,,,,,,,,,10659,1763,,,
5/30/2022,Maryland,,,,,,,,,,10880,1800,,,
5/31/2022,Maryland,12352777,16359770,5258141,76.11,204.32,4601568,86.97,270.6,,10518,1740,0.755,2375684,39.3
6/1/2022,Maryland,12359970,16361470,5259201,76.13,204.44,4602344,86.99,270.63,7193,9619,1591,0.755,2377238,39.32
6/2/2022,Maryland,12370426,16413970,5260427,76.14,204.62,4603436,87.01,271.5,10456,8867,1467,0.754,2379460,39.36
6/3/2022,Maryland,12380525,16438370,5261649,76.16,204.78,4604482,87.03,271.9,10099,8396,1389,0.753,2381530,39.39
6/4/2022,Maryland,12391076,16478570,5262833,76.18,204.96,4605593,87.05,272.57,10551,8795,1455,0.752,2383749,39.43
6/5/2022,Maryland,12395659,16478670,5263229,76.19,205.03,4606028,87.06,272.57,4583,8342,1380,0.752,2384844,39.45
6/6/2022,Maryland,12400505,16478670,5263826,76.2,205.11,4606516,87.07,272.57,4846,7926,1311,0.753,2386241,39.47
6/7/2022,Maryland,12407855,16484170,5265079,76.21,205.24,4607554,87.09,272.66,7350,7868,1301,0.753,2388197,39.5
6/8/2022,Maryland,12418280,16507370,5266407,76.23,205.41,4608890,87.11,273.04,10425,8330,1378,0.752,2390317,39.54
6/9/2022,Maryland,12427217,16530770,5267540,76.25,205.56,4609853,87.13,273.43,8937,8113,1342,0.752,2392068,39.57
6/10/2022,Maryland,12438929,16550670,5268753,76.27,205.75,4611104,87.15,273.76,11712,8343,1380,0.752,2394629,39.61
6/11/2022,Maryland,12446821,16570870,5269792,76.29,205.88,4612022,87.17,274.09,7892,7964,1317,0.751,2396450,39.64
6/12/2022,Maryland,12453222,16571470,5270372,76.3,205.99,4612652,87.18,274.1,6401,8223,1360,0.751,2397941,39.66
6/13/2022,Maryland,12456800,16571470,5270735,76.3,206.04,4613034,87.18,274.1,3578,8042,1330,0.752,2399033,39.68
6/14/2022,Maryland,12462737,16577370,5271432,76.31,206.14,4613734,87.19,274.2,5937,7840,1297,0.752,2400356,39.7
6/15/2022,Maryland,12470581,16600270,5272566,76.33,206.27,4614759,87.21,274.58,7844,7472,1236,0.751,2402321,39.74
6/16/2022,Maryland,12481777,16628770,5273382,76.35,206.46,4615638,87.23,275.05,11196,7794,1289,0.751,2404138,39.77
6/17/2022,Maryland,,,,,,,,,,7148,1182,,,
6/18/2022,Maryland,,,,,,,,,,7047,1166,,,
6/19/2022,Maryland,,,,,,,,,,7159,1184,,,
6/20/2022,Maryland,,,,,,,,,,7675,1270,,,
6/21/2022,Maryland,,,,,,,,,,7853,1299,,,
6/22/2022,Maryland,12524896,16735670,5278345,76.42,207.17,4619984,87.31,276.82,,7759,1283,0.748,2413644,39.92
6/23/2022,Maryland,,,,,,,,,,7257,1200,,,
6/24/2022,Maryland,,,,,,,,,,7328,1212,,,
6/25/2022,Maryland,,,,,,,,,,7399,1224,,,
6/26/2022,Maryland,,,,,,,,,,7470,1236,,,
6/27/2022,Maryland,,,,,,,,,,7541,1247,,,
6/28/2022,Maryland,,,,,,,,,,7611,1259,,,
6/29/2022,Maryland,12578671,16971570,5296918,76.46,208.06,4622245,87.61,280.72,,7682,1271,0.741,2463825,40.75
6/30/2022,Maryland,,,,,,,,,,7320,1211,,,
7/1/2022,Maryland,,,,,,,,,,6957,1151,,,
7/2/2022,Maryland,,,,,,,,,,6594,1091,,,
7/3/2022,Maryland,,,,,,,,,,6232,1031,,,
7/4/2022,Maryland,,,,,,,,,,5869,971,,,
7/5/2022,Maryland,,,,,,,,,,5506,911,,,
7/6/2022,Maryland,12614678,17059070,5306653,76.52,208.66,4626010,87.78,282.17,,5144,851,0.739,2472067,40.89
7/7/2022,Maryland,,,,,,,,,,5319,880,,,
7/8/2022,Maryland,,,,,,,,,,5494,909,,,
7/9/2022,Maryland,,,,,,,,,,5669,938,,,
7/10/2022,Maryland,,,,,,,,,,5844,967,,,
7/11/2022,Maryland,,,,,,,,,,6019,996,,,
7/12/2022,Maryland,,,,,,,,,,6194,1025,,,
7/13/2022,Maryland,12659264,17202670,5316595,76.6,209.39,4630717,87.94,284.54,,6369,1053,0.736,2481850,41.05
7/14/2022,Maryland,,,,,,,,,,6533,1081,,,
7/15/2022,Maryland,,,,,,,,,,6697,1108,,,
7/16/2022,Maryland,,,,,,,,,,6860,1135,,,
7/17/2022,Maryland,,,,,,,,,,7024,1162,,,
7/18/2022,Maryland,,,,,,,,,,7187,1189,,,
7/19/2022,Maryland,,,,,,,,,,7351,1216,,,
7/20/2022,Maryland,12711866,17318570,5326046,76.68,210.26,4636064,88.1,286.46,,7515,1243,0.734,2491649,41.21
7/21/2022,Maryland,,,,,,,,,,7538,1247,,,
7/22/2022,Maryland,,,,,,,,,,7562,1251,,,
7/23/2022,Maryland,,,,,,,,,,7585,1255,,,
7/24/2022,Maryland,,,,,,,,,,7609,1259,,,
7/25/2022,Maryland,,,,,,,,,,7633,1263,,,
7/26/2022,Maryland,,,,,,,,,,7656,1266,,,
7/27/2022,Maryland,12765626,17448070,5336429,76.83,211.15,4645141,88.27,288.6,,7680,1270,0.732,2501607,41.38
7/28/2022,Maryland,,,,,,,,,,7575,1253,,,
7/29/2022,Maryland,,,,,,,,,,7470,1236,,,
7/30/2022,Maryland,,,,,,,,,,7365,1218,,,
7/31/2022,Maryland,,,,,,,,,,7260,1201,,,
8/1/2022,Maryland,,,,,,,,,,7156,1184,,,
8/2/2022,Maryland,,,,,,,,,,7051,1166,,,
8/3/2022,Maryland,12814246,17558570,5343786,76.93,211.96,4651229,88.39,290.43,,6946,1149,0.73,2510955,41.53
8/4/2022,Maryland,,,,,,,,,,6770,1120,,,
8/5/2022,Maryland,,,,,,,,,,6594,1091,,,
8/6/2022,Maryland,,,,,,,,,,6418,1062,,,
8/7/2022,Maryland,,,,,,,,,,6242,1032,,,
8/8/2022,Maryland,,,,,,,,,,6066,1003,,,
8/9/2022,Maryland,,,,,,,,,,5891,974,,,
8/10/2022,Maryland,12854249,17699970,5352102,77.06,212.62,4658771,88.53,292.77,,5715,945,0.726,2519952,41.68
8/11/2022,Maryland,,,,,,,,,,5592,925,,,
8/12/2022,Maryland,,,,,,,,,,5469,905,,,
8/13/2022,Maryland,,,,,,,,,,5346,884,,,
8/14/2022,Maryland,,,,,,,,,,5223,864,,,
8/15/2022,Maryland,,,,,,,,,,5100,844,,,
8/16/2022,Maryland,,,,,,,,,,4977,823,,,
8/17/2022,Maryland,12888230,17779470,5359596,77.15,213.18,4664019,88.65,294.09,,4854,803,0.725,2528138,41.82
8/18/2022,Maryland,,,,,,,,,,4832,799,,,
8/19/2022,Maryland,,,,,,,,,,4809,795,,,
8/20/2022,Maryland,,,,,,,,,,4786,792,,,
8/21/2022,Maryland,,,,,,,,,,4763,788,,,
8/22/2022,Maryland,,,,,,,,,,4741,784,,,
8/23/2022,Maryland,,,,,,,,,,4718,780,,,
8/24/2022,Maryland,12921095,17856970,5366791,77.23,213.72,4669064,88.77,295.37,,4695,777,0.724,2536182,41.95
1/12/2021,Massachusetts,204082,476025,184984,0.28,2.96,19073,2.68,6.91,,,,0.429,,
1/13/2021,Massachusetts,217443,656850,192619,0.36,3.15,24789,2.79,9.53,13361,13361,1938,0.331,,
1/14/2021,Massachusetts,233476,669225,204481,,3.39,,2.97,9.71,16033,14697,2132,0.349,,
1/15/2021,Massachusetts,257175,669325,222109,0.51,3.73,34885,3.22,9.71,23699,17698,2568,0.384,,
1/16/2021,Massachusetts,,,,,,,,,,17130,2485,,,
1/17/2021,Massachusetts,,,,,,,,,,16789,2436,,,
1/18/2021,Massachusetts,,,,,,,,,,16562,2403,,,
1/19/2021,Massachusetts,318877,669325,277612,0.6,4.63,41053,4.03,9.71,,16399,2379,0.476,,
1/20/2021,Massachusetts,330490,737550,288209,0.61,4.79,42062,4.18,10.7,11613,16150,2343,0.448,,
1/21/2021,Massachusetts,353117,776400,306646,0.67,5.12,46247,4.45,11.26,22627,17092,2480,0.455,,
1/22/2021,Massachusetts,370627,854950,318630,0.75,5.38,51662,4.62,12.4,17510,16207,2351,0.434,,
1/23/2021,Massachusetts,392967,859175,334514,0.84,5.7,57869,4.85,12.47,22340,17195,2495,0.457,,
1/24/2021,Massachusetts,419806,859175,356102,0.92,6.09,63096,5.17,12.47,26839,18826,2731,0.489,,
1/25/2021,Massachusetts,433615,859175,368358,0.94,6.29,64648,5.34,12.47,13809,18595,2698,0.505,,
1/26/2021,Massachusetts,442703,875825,376313,0.95,6.42,65761,5.46,12.71,9088,17689,2566,0.505,,
1/27/2021,Massachusetts,464275,956800,390470,1.06,6.74,73152,5.67,13.88,21572,19112,2773,0.485,,
1/28/2021,Massachusetts,490332,1018975,406024,1.21,7.11,83637,5.89,14.78,26057,19602,2844,0.481,,
1/29/2021,Massachusetts,520504,1057000,422803,1.4,7.55,96373,6.13,15.34,30172,21411,3106,0.492,,
1/30/2021,Massachusetts,547082,1060900,438852,1.55,7.94,106799,6.37,15.39,26578,22016,3194,0.516,,
1/31/2021,Massachusetts,579181,1060900,461408,1.69,8.4,116315,6.69,15.39,32099,22768,3303,0.546,,
2/1/2021,Massachusetts,608947,1060900,484829,1.78,8.83,122652,7.03,15.39,29766,25047,3634,0.574,,
2/2/2021,Massachusetts,625477,1039775,497445,1.84,9.07,126560,7.22,15.09,16530,26111,3788,0.602,,
2/3/2021,Massachusetts,625477,1156375,497445,1.84,9.07,126560,7.22,16.78,0,23029,3341,0.541,,
2/4/2021,Massachusetts,652929,1229075,517135,1.95,9.47,134311,7.5,17.83,27452,23228,3370,0.531,,
2/5/2021,Massachusetts,685074,1247600,539877,2.08,9.94,143690,7.83,18.1,32145,23510,3411,0.549,,
2/6/2021,Massachusetts,727120,1247600,571853,2.23,10.55,153692,8.3,18.1,42046,25720,3732,0.583,,
2/7/2021,Massachusetts,780268,1247600,609483,2.45,11.32,169148,8.84,18.1,53148,28727,4168,0.625,,
2/8/2021,Massachusetts,806376,1247600,630154,2.53,11.7,174437,9.14,18.1,26108,28204,4092,0.646,,
2/9/2021,Massachusetts,832242,1273975,649131,2.63,12.07,181280,9.42,18.48,25866,29538,4286,0.653,,
2/10/2021,Massachusetts,883945,1393725,687093,2.83,12.82,194968,9.97,20.22,51703,36924,5357,0.634,,
2/11/2021,Massachusetts,924612,1445425,715308,3.01,13.41,207392,10.38,20.97,40667,38812,5631,0.64,,
2/12/2021,Massachusetts,962711,1499450,741746,3.17,13.97,218795,10.76,21.75,38099,39662,5754,0.642,,
2/13/2021,Massachusetts,1009560,1502725,771430,3.42,14.65,235910,11.19,21.8,46849,40349,5854,0.672,,
2/14/2021,Massachusetts,1085584,1502925,823429,3.77,15.75,259760,11.95,21.81,76024,43617,6328,0.722,,
2/15/2021,Massachusetts,,,,,,,,,,44264,6422,,,
2/16/2021,Massachusetts,1146860,1517375,863806,4.07,16.64,280622,12.53,22.01,,44945,6521,0.756,,
2/17/2021,Massachusetts,1170398,1526150,879627,4.18,16.98,288309,12.76,22.14,23538,40922,5937,0.767,,
2/18/2021,Massachusetts,1214821,1526150,912258,4.35,17.63,299871,13.24,22.14,44423,41458,6015,0.796,,
2/19/2021,Massachusetts,1316402,1580500,987512,4.73,19.1,326108,14.33,22.93,101581,50527,7331,0.833,,
2/20/2021,Massachusetts,1375439,1737170,1028490,4.99,19.96,343624,14.92,25.2,59037,52268,7583,0.792,,
2/21/2021,Massachusetts,1426512,1737170,1054948,5.33,20.7,367709,15.31,25.2,51073,48704,7066,0.821,,
2/22/2021,Massachusetts,1468992,1737170,1070869,5.54,21.31,382100,15.54,25.2,42480,50396,7312,0.846,,
2/23/2021,Massachusetts,1500077,1747380,1090809,5.7,21.76,392631,15.83,25.35,31085,50460,7321,0.858,,
2/24/2021,Massachusetts,1533534,1982950,1108977,5.91,22.25,407380,16.09,28.77,33457,51877,7527,0.773,,
2/25/2021,Massachusetts,1576657,2025060,1133903,6.16,22.87,424922,16.45,29.38,43123,51691,7500,0.779,,
2/26/2021,Massachusetts,1625459,2068660,1162144,6.46,23.58,445006,16.86,30.01,48802,44151,6406,0.786,,
2/27/2021,Massachusetts,1684341,2091730,1194345,6.84,24.44,471242,17.33,30.35,58882,44129,6402,0.805,,
2/28/2021,Massachusetts,1735916,2091730,1220455,7.2,25.19,496356,17.71,30.35,51575,44201,6413,0.83,,
3/1/2021,Massachusetts,1803528,2091730,1260542,7.59,26.17,523119,18.29,30.35,67612,47791,6934,0.862,,
3/2/2021,Massachusetts,1837816,2115560,1278555,7.82,26.66,538986,18.55,30.69,34288,48248,7000,0.869,,
3/3/2021,Massachusetts,1884139,2296020,1306343,8.08,27.34,557064,18.95,33.31,46323,50086,7267,0.821,,
3/4/2021,Massachusetts,1941018,2381160,1341520,8.39,28.16,578386,19.46,34.55,56879,52052,7552,0.815,,
3/5/2021,Massachusetts,2005708,2476070,1379021,8.78,29.1,605400,20.01,35.92,64690,54321,7881,0.81,,
3/6/2021,Massachusetts,2082052,2497130,1423801,9.24,30.21,636626,20.66,36.23,76344,56816,8243,0.834,,
3/7/2021,Massachusetts,2148356,2497130,1463301,9.62,31.17,663148,21.23,36.23,66304,58920,8548,0.86,,
3/8/2021,Massachusetts,2199086,2497130,1493343,10.08,31.91,695094,21.67,36.23,50730,56508,8198,0.881,,
3/9/2021,Massachusetts,2226167,2657570,1510698,10.26,32.3,706965,21.92,38.56,27081,55479,8049,0.838,,
3/10/2021,Massachusetts,2313916,2724620,1567359,10.87,33.57,749328,22.74,39.53,87749,61397,8908,0.849,,
3/11/2021,Massachusetts,2376322,2859820,1608665,11.26,34.48,776259,23.34,41.49,62406,62186,9022,0.831,,
3/12/2021,Massachusetts,2443419,2861490,1650762,11.77,35.45,811452,23.95,41.52,67097,62530,9072,0.854,,
3/13/2021,Massachusetts,2561749,2891100,1717752,12.68,37.17,874031,24.92,41.95,118330,68528,9942,0.886,,
3/14/2021,Massachusetts,2561749,2891100,1718071,12.68,37.17,874199,24.93,41.95,0,59056,8568,0.886,,
3/15/2021,Massachusetts,2620671,2891100,1751693,13.13,38.02,904685,25.41,41.95,58922,60226,8738,0.906,,
3/16/2021,Massachusetts,2633498,3069880,1759203,13.22,38.21,911506,25.52,44.54,12827,58190,8443,0.858,,
3/17/2021,Massachusetts,2710203,3159090,1805897,13.68,39.32,942557,26.2,45.83,76705,56612,8214,0.858,,
3/18/2021,Massachusetts,2773542,3270160,1845302,14.06,40.24,969041,26.77,47.45,63339,56746,8233,0.848,,
3/19/2021,Massachusetts,2837941,3314010,1886403,14.43,41.17,994623,27.37,48.08,64399,56360,8177,0.856,,
3/20/2021,Massachusetts,2909219,3321910,1932142,14.82,42.21,1021600,28.03,48.2,71278,49639,7202,0.876,,
3/21/2021,Massachusetts,2972826,3321910,1973933,15.16,43.13,1044985,28.64,48.2,63607,58725,8520,0.895,,
3/22/2021,Massachusetts,3032996,3321910,2008501,15.51,44,1069066,29.14,48.2,60170,58904,8546,0.913,,
3/23/2021,Massachusetts,3066115,3490490,2026414,15.74,44.48,1084737,29.4,50.64,33119,61802,8967,0.878,,
